ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4
5,σχεδίης,σχεδία,n-s---fg-,GenTime.1 (Prep5),4.0,ADV,5.33,GenTime.1 (Prep5),,,
6,πολυδέσμου,πολύδεσμος,a-s---fg-,GenTime.1 (Prep5),5.0,ATR,5.33,GenTime.1 (Prep5),,,
7,πήματα,πῆμα,n-p---na-,"AccCog [lit ""suffering sufferings""]",8.0,OBJ,5.33,"AccCog [lit ""suffering sufferings""]",,,
8,πάσχων,πάσχω,v-sppamn-,"NomSubj, PartAttr",14.0,ADV,5.33,NomSubj,PartAttr,,
9,ἤματί,ἦμαρ,n-s---nd-,DatTime,14.0,ADV,5.34,DatTime,,,
10,κ',ἄν,g--------,OptComm (an),14.0,AuxZ,5.34,OptComm (an),,,
11,εἰκοστῷ,εἰκοστός,a-s---nd-,DatTime,9.0,ATR,5.34,DatTime,,,
12,Σχερίην,Σχερία,n-s---fa-,AccDirec,15.0,OBJ_AP,5.34,AccDirec,,,
13,ἐρίβωλον,ἐριβῶλαξ,a-s---fa-,AccDirec,12.0,ATR,5.34,AccDirec,,,
14,ἵκοιτο,ἱκνέομαι,v3saom---,OptComm,0.0,PRED,5.34,OptComm,,,
15,",",",",u--------,,14.0,APOS,5.34,,,,
16,Φαιήκων,Φαίαξ,n-p---mg-,AccDirec.1 (Prep3),18.0,ATR,5.35,AccDirec.1 (Prep3),,,
17,ἐς,εἰς,r--------,Prep3,15.0,AuxP,5.35,Prep3,,,
18,γαῖαν,γαῖα,n-s---fa-,AccDirec.1 (Prep3),17.0,OBJ_AP,5.35,AccDirec.1 (Prep3),,,
19,",",",",u--------,,22.0,AuxX,5.35,,,,
20,οἳ,ὅς,p-p---mn-,"NomSubj, Pron8",22.0,SBJ,5.35,NomSubj,Pron8,,
21,ἀγχίθεοι,ἀγχίθεος,a-p---mn-,NomPred,22.0,PNOM,5.35,NomPred,,,
22,γεγάασιν,γίγνομαι,v3pria---,Perf,23.0,ATR_CO,5.35,Perf,,,
23,",",",",u--------,,16.0,COORD,5.35,,,,
24,οἵ,ὅς,p-p---mn-,"NomSubj, Pron8",34.0,SBJ,5.36,NomSubj,Pron8,,
25,κέν,ἄν,g--------,"particle indeclform, Fut (Smyth 1793)",34.0,AuxZ,5.36,particle indeclform,Fut (Smyth 1793),,
26,μιν,μιν,p-s---ma-,AccObj,34.0,OBJ,5.36,AccObj,,,
27,περὶ,περί,r--------,tmesis,31.0,AuxP,5.36,tmesis,,,
28,κῆρι,κῆρ,n-s---nd-,DatLoc,27.0,ADV,5.36,DatLoc,,,
29,θεὸν,θεός,n-s---ma-,AccObj,72.0,OBJ,5.36,AccObj,,,
30,ὣς,ὡς,d--------,adv indeclform,72.0,ADV,5.36,adv indeclform,,,
31,τιμήσουσιν,τιμάω,v3pasa---,"Fut, Ind, Act; Monro, Grammar, 326.1: ken with future; also Smyth 1793",34.0,ATR_CO,5.36,Fut,Ind,Act; Monro,Grammar
32,",",",",u--------,,34.0,AuxX,5.36,,,,
33,πέμψουσιν,πέμπω,v3pasa---,"Fut, Ind, Act;Monro, Grammar, 326.1: ken with future; also Smyth 1793",34.0,ATR_CO,5.37,Fut,Ind,Act;Monro,Grammar
34,δ',δέ,g--------,particle indeclform,23.0,COORD,5.37,particle indeclform,,,
35,ἐν,ἐν,r--------,Prep5,33.0,AuxP,5.37,Prep5,,,
36,νηὶ,ναῦς,n-s---fd-,DatLoc (Prep5),35.0,ADV,5.37,DatLoc (Prep5),,,
37,φίλην,φίλος,a-s---fa-,AccDirec.1 (Prep3),40.0,ATR,5.37,AccDirec.1 (Prep3),,,
38,ἐς,εἰς,r--------,Prep3,33.0,AuxP,5.37,Prep3,,,
39,πατρίδα,πατρίς,a-s---fa-,AccDirec.1 (Prep3),40.0,ATR,5.37,AccDirec.1 (Prep3),,,
40,γαῖαν,γαῖα,n-s---fa-,AccDirec.1 (Prep3),38.0,ADV,5.37,AccDirec.1 (Prep3),,,
41,",",",",u--------,,49.0,AuxX,5.37,,,,
42,χαλκόν,χαλκός,n-s---ma-,AccObj,48.0,OBJ_CO,5.38,AccObj,,,
43,τε,τε,g--------,particle indeclform,48.0,AuxY,5.38,particle indeclform,,,
44,χρυσόν,χρυσός,n-s---ma-,AccObj,48.0,OBJ_CO,5.38,AccObj,,,
45,τε,τε,g--------,particle indeclform,48.0,AuxY,5.38,particle indeclform,,,
46,ἅλις,ἅλις,d--------,adv indeclform,49.0,ADV,5.38,adv indeclform,,,
47,ἐσθῆτά,ἐσθής,n-s---fa-,AccObj,48.0,OBJ_CO,5.38,AccObj,,,
48,τε,τε,g--------,particle indeclform,49.0,COORD,5.38,particle indeclform,,,
49,δόντες,δίδωμι,v-papamn-,"NomSubj, PartCirc.7",33.0,ADV,5.38,NomSubj,PartCirc.7,,
50,",",",",u--------,,51.0,AuxX,5.38,,,,
51,πόλλ',πολύς,a-p---na-,AccObj,52.0,ATR_CO,5.39,AccObj,,,
52,",",",",u--------,,48.0,COORD,5.39,,,,
53,ὅσ',ὅσος,a-p---na-,AccObj,59.0,OBJ,5.39,AccObj,,,
54,ἂν,ἄν,g--------,particle indeclform,59.0,AuxZ,5.39,particle indeclform,,,
55,οὐ,οὐ,d--------,adv indeclform,59.0,AuxZ,5.39,adv indeclform,,,
56,δέ,δέ,g--------,particle indeclform,59.0,AuxZ,5.39,particle indeclform,,,
57,ποτε,ποτέ,g--------,indeclform,59.0,ADV,5.39,indeclform,,,
58,Τροίης,Τροία,n-s---fg-,GenSep,59.0,OBJ,5.39,GenSep,,,
59,ἐξήρατ',ἐξαίρω,v3saim---,"AorIngr, MidIndir",52.0,ATR_CO,5.39,AorIngr,MidIndir,,
60,Ὀδυσσεύς,Ὀδυσσεύς,n-s---mn-,NomSubj,59.0,SBJ,5.39,NomSubj,,,
61,",",",",u--------,,62.0,AuxX,5.39,,,,
62,εἴ,εἰ,c--------,Cond1,59.0,AuxC,5.4,Cond1,,,
63,περ,πέρ,g--------,particle indeclform,65.0,AuxY,5.4,particle indeclform,,,
64,ἀπήμων,ἀπήμων,a-s---mn-,NomSubj,65.0,AtvV,5.4,NomSubj,,,
65,ἦλθε,ἔρχομαι,v3saia---,AorDram,62.0,ADV,5.4,AorDram,,,
66,",",",",u--------,,67.0,AuxX,5.4,,,,
67,λαχὼν,λαγχάνω,v-sapamn-,"NomSubj, PartCirc.7",65.0,ADV,5.4,NomSubj,PartCirc.7,,
68,ἀπὸ,ἀπό,r--------,Prep5,67.0,AuxP,5.4,Prep5,,,
69,ληίδος,ληίς,n-s---fg-,GenPart (Prep5),68.0,OBJ,5.4,GenPart (Prep5),,,
70,αἶσαν,αἶσα,n-s---fa-,AccObj,67.0,OBJ,5.4,AccObj,,,
71,.,.,u--------,,0.0,AuxK,5.4,,,,
1,ὣς,ὡς,d--------,adv indeclform,5.0,ADV,5.41,adv indeclform,,,
2,γάρ,γάρ,g--------,particle indeclform,5.0,AuxY,5.41,particle indeclform,,,
3,οἱ,ἕ,p-s---md-,DatPos,4.0,OBJ,5.41,DatPos,,,
4,μοῖρ',μοῖρα,n-s---fn-,NomPred,5.0,SBJ,5.41,NomPred,,,
5,ἐστὶ,εἰμί,v3spia---,Pres.1,0.0,PRED,5.41,Pres.1,,,
6,φίλους,φίλος,a-p---ma-,AccObj,8.0,OBJ,5.41,AccObj,,,
7,τ',τε,g--------,particle indeclform,9.0,AuxY,5.41,particle indeclform,,,
8,ἰδέειν,εἶδον,v--ana---,InfDyn,9.0,PNOM_CO,5.41,InfDyn,,,
9,καὶ,καί,c--------,conj indeclform,5.0,COORD,5.41,conj indeclform,,,
10,ἱκέσθαι,ἱκνέομαι,v--anm---,InfDyn,9.0,PNOM_CO,5.41,InfDyn,,,
11,οἶκον,οἶκος,n-s---ma-,AccDirec.1 (Prep3),12.0,OBJ_CO,5.42,AccDirec.1 (Prep3),,,
12,ἐς,εἰς,r--------,Prep3,14.0,AuxP,5.42,Prep3,,,
13,ὑψόροφον,ὑψόροφος,a-s---ma-,AccDirec.1 (Prep3),11.0,ATR,5.42,AccDirec.1 (Prep3),,,
14,καὶ,καί,c--------,conj indeclform,10.0,COORD,5.42,conj indeclform,,,
15,ἑὴν,ἑός,a-s---fa-,"AccDirec.1 (Prep3), Pron3",18.0,ATR,5.42,AccDirec.1 (Prep3),Pron3,,
16,ἐς,εἰς,r--------,Prep3,14.0,AuxP,5.42,Prep3,,,
17,πατρίδα,πατρίς,a-s---fa-,AccDirec.1 (Prep3),18.0,ATR,5.42,AccDirec.1 (Prep3),,,
18,γαῖαν,γαῖα,n-s---fa-,AccDirec.1 (Prep3),16.0,OBJ_CO,5.42,AccDirec.1 (Prep3),,,
19,.,.,u--------,,0.0,AuxK,5.42,,,,
20,&quot;,&quot;,u--------,,5.0,AuxG,5.42,,,,
1,ὣς,ὡς,d--------,adv indeclform,2.0,ADV,5.43,adv indeclform,,,
2,ἔφατ',φημί,v3siie---,Impf.2,5.0,PRED_CO,5.43,Impf.2,,,
3,",",",",u--------,,5.0,AuxX,5.43,,,,
4,οὐ,οὐ,d--------,adv indeclform,6.0,AuxZ,5.43,adv indeclform,,,
5,δ',δέ,g--------,particle indeclform,0.0,COORD,5.43,particle indeclform,,,
6,ἀπίθησε,ἀπιθέω,v3saia---,Aor,5.0,PRED_CO,5.43,Aor,,,
7,διάκτορος,διάκτορος,n-s---mn-,NomSubj,8.0,ATR,5.43,NomSubj,,,
8,ἀργεϊφόντης,Ἀργειφόντης,n-s---mn-,NomInd,6.0,SBJ,5.43,NomInd,,,
9,.,.,u--------,,0.0,AuxK,5.43,,,,
1,αὐτίκ',αὐτίκα,d--------,adv indeclform,5.0,ADV,5.44,adv indeclform,,,
2,ἔπειθ',ἔπειτα,d--------,adv indeclform,5.0,ADV,5.44,adv indeclform,,,
3,ὑπὸ,ὑπό,r--------,Prep3,5.0,AuxP,5.44,Prep3,,,
4,ποσσὶν,πούς,n-p---md-,DatLoc  (Prep3),3.0,ADV,5.44,DatLoc  (Prep3),,,
5,ἐδήσατο,δέω,v3saim---,AorIngr,0.0,PRED,5.44,AorIngr,,,
6,καλὰ,καλός,a-p---na-,AccObj,8.0,ATR_CO,5.44,AccObj,,,
7,πέδιλα,πέδιλον,n-p---na-,AccObj,5.0,OBJ,5.44,AccObj,,,
8,",",",",u--------,,7.0,COORD,5.44,,,,
9,ἀμβρόσια,ἀμβρόσιος,a-p---na-,AccObj,8.0,ATR_CO,5.45,AccObj,,,
10,χρύσεια,χρύσεος,a-p---na-,AccObj,8.0,ATR_CO,5.45,AccObj,,,
11,",",",",u--------,,14.0,AuxX,5.45,,,,
12,τά,ὁ,p-p---nn-,"NomSubj, Pron4",14.0,SBJ,5.45,NomSubj,Pron4,,
13,μιν,μιν,p-s---ma-,"AccObj, Pron4",14.0,OBJ,5.45,AccObj,Pron4,,
14,φέρον,φέρω,v3piia---,ImpfIter,7.0,ATR,5.45,ImpfIter,,,
15,ἠμὲν,ἠμέν,c--------,conj indeclform,18.0,AuxY,5.45,conj indeclform,,,
16,ἐφ',ἐπί,r--------,Prep3,18.0,AuxP,5.45,Prep3,,,
17,ὑγρὴν,ὑγρός,a-s---fa-,AccDirec.1 (Prep3),16.0,OBJ_CO,5.45,AccDirec.1 (Prep3),,,
18,ἠδ',ἠδέ,c--------,conj indeclform,14.0,COORD,5.46,conj indeclform,,,
19,ἐπ',ἐπί,r--------,Prep3,18.0,AuxP,5.46,Prep3,,,
20,ἀπείρονα,ἀπείρων,a-s---fa-,AccDirec.1 (Prep3),21.0,ATR,5.46,AccDirec.1 (Prep3),,,
21,γαῖαν,γαῖα,n-s---fa-,AccDirec.1 (Prep3),19.0,OBJ_CO,5.46,AccDirec.1 (Prep3),,,
22,ἅμα,ἅμα,r--------,adv indeclform,14.0,AuxP,5.46,adv indeclform,,,
23,πνοιῇς,πνοή,n-p---fd-,DatAccom,22.0,ADV,5.46,DatAccom,,,
24,ἀνέμοιο,ἄνεμος,n-s---mg-,GenExpl,23.0,ATR,5.46,GenExpl,,,
25,.,.,u--------,,0.0,AuxK,5.46,,,,
1,εἵλετο,αἱρέω,v3saim---,"AorIngr, MidIndir",2.0,PRED_CO,5.47,AorIngr,MidIndir,,
2,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.47,particle indeclform,,,
3,ῥάβδον,ῥάβδος,n-s---fa-,AccObj,1.0,OBJ,5.47,AccObj,,,
4,",",",",u--------,,15.0,AuxX,5.47,,,,
5,τῇ,ὁ,p-s---fd-,"DatInstr, Pron8",15.0,ADV,5.47,DatInstr,Pron8,,
6,τ',τε,g--------,particle indeclform,9.0,AuxY,5.47,particle indeclform,,,
7,ἀνδρῶν,ἀνήρ,n-p---mg-,GenPos,8.0,ATR,5.47,GenPos,,,
8,ὄμματα,ὄμμα,n-p---na-,AccObj,9.0,OBJ,5.47,AccObj,,,
9,θέλγει,θέλγω,v3spia---,"PresIter, Ind, Act",15.0,ATR_CO,5.47,PresIter,Ind,Act,
10,",",",",u--------,,12.0,AuxX,5.47,,,,
11,ὧν,ὅς,p-p---mg-,"GenPos, Pron8",21.0,ATR,5.48,GenPos,Pron8,,
12,ἐθέλει,ἐθέλω,v3spia---,"PresIter, Ind, Act",7.0,ATR,5.48,PresIter,Ind,Act,
13,",",",",u--------,,15.0,AuxX,5.48,,,,
14,τοὺς,ὁ,p-p---ma-,"AccObj, Pron8",19.0,OBJ,5.48,AccObj,Pron8,,
15,δ',δέ,g--------,particle indeclform,3.0,COORD,5.48,particle indeclform,,,
16,αὖτε,αὖτε,d--------,adv indeclform,19.0,AuxY,5.48,adv indeclform,,,
17,καὶ,καί,d--------,conj indeclform,18.0,AuxZ,5.48,conj indeclform,,,
18,ὑπνώοντας,ὑπνάω,v-pppama-,"AccObj, PartAttr",14.0,ATV,5.48,AccObj,PartAttr,,
19,ἐγείρει,ἐγείρω,v3spia---,"PresIter, Ind, Act",15.0,ATR_CO,5.48,PresIter,Ind,Act,
20,.,.,u--------,,0.0,AuxK,5.48,,,,
1,τὴν,ὁ,p-s---fa-,"AccObj, Pron4",4.0,OBJ,5.49,AccObj,Pron4,,
2,μετὰ,μετά,r--------,Prep3,4.0,AuxP,5.49,Prep3,,,
3,χερσὶν,χείρ,n-p---fd-,"DatLoc (Prep3); Cunliffe -- ref. to hands (Pl) where one hand is meant: cheir-cunliffe-lex-1 -- maybe, maybe not but worth citing.",2.0,ADV,5.49,DatLoc (Prep3); Cunliffe -- ref. to hands (Pl) where one hand is meant: cheir-cunliffe-lex-1 -- maybe,maybe not but worth citing.,,
4,ἔχων,ἔχω,v-sppamn-,"NomSubj, PartCirc.7",5.0,ADV,5.49,NomSubj,PartCirc.7,,
5,πέτετο,πέτομαι,v3siie---,ImpfDesc,0.0,PRED,5.49,ImpfDesc,,,
6,κρατὺς,κρατύς,a-s---mn-,NomSubj,7.0,ATR,5.49,NomSubj,,,
7,ἀργεϊφόντης,Ἀργειφόντης,n-s---mn-,NomSubj,5.0,SBJ,5.49,NomSubj,,,
8,.,.,u--------,,0.0,AuxK,5.49,,,,
1,Πιερίην,Πιερία,n-s---fa-,AccDirec,3.0,OBJ,5.5,AccDirec,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.5,particle indeclform,,,
3,ἐπιβὰς,ἐπιβαίνω,v-sapamn-,"NomSubj, PartCirc.7",6.0,ADV,5.5,NomSubj,PartCirc.7,,
4,ἐξ,ἐκ,r--------,Prep3,6.0,AuxP,5.5,Prep3,,,
5,αἰθέρος,αἰθήρ,n-s---mg-,GenSep (Prep3),4.0,ADV,5.5,GenSep (Prep3),,,
6,ἔμπεσε,ἐμπίπτω,v3saia---,AorComp,2.0,PRED_CO,5.5,AorComp,,,
7,πόντῳ,πόντος,n-s---md-,DatVerb,6.0,OBJ,5.5,DatVerb,,,
8,·,·,u--------,,0.0,AuxK,5.5,,,,
1,σεύατ',σεύω,v3saim---,"AorComp, MidIndir",0.0,PRED,5.51,AorComp,MidIndir,,
2,ἔπειτ',ἔπειτα,d--------,adv indeclform,1.0,ADV,5.51,adv indeclform,,,
3,ἐπὶ,ἐπί,r--------,Prep5,1.0,AuxP,5.51,Prep5,,,
4,κῦμα,κῦμα,n-s---na-,AccDirec.1 (Prep5),3.0,OBJ,5.51,AccDirec.1 (Prep5),,,
5,λάρῳ,λάρος,n-s---md-,DatVerb9,6.0,ATR,5.51,DatVerb9,,,
6,ὄρνιθι,ὄρνις,n-s---md-,DatVerb9,7.0,OBJ,5.51,DatVerb9,,,
7,ἐοικώς,εἴκω1,v-srpamn-,"NomSubj, PartCirc.2",1.0,ADV,5.51,NomSubj,PartCirc.2,,
8,",",",",u--------,,20.0,AuxX,5.51,,,,
9,ὅς,ὅς,p-s---mn-,"NomSubj, Pron8",20.0,SBJ,5.52,NomSubj,Pron8,,
10,τε,τε,g--------,particle indeclform,20.0,AuxY,5.52,particle indeclform,,,
11,κατὰ,κατά,r--------,Prep5,17.0,AuxP,5.52,Prep5,,,
12,δεινοὺς,δεινός,a-p---ma-,AccDirec.1 (Prep5),13.0,ATR,5.52,AccDirec.1 (Prep5),,,
13,κόλπους,κόλπος,n-p---ma-,AccDirec.1 (Prep5),11.0,ADV,5.52,AccDirec.1 (Prep5),,,
14,ἁλὸς,ἅλς,n-s---mg-,GenPart,13.0,ATR,5.52,GenPart,,,
15,ἀτρυγέτοιο,ἀτρύγετος,a-s---mg-,GenPart,14.0,ATR,5.52,GenPart,,,
16,ἰχθῦς,ἰχθύς,n-p---ma-,AccObj,17.0,OBJ,5.53,AccObj,,,
17,ἀγρώσσων,ἀγρώσσω,v-sppamn-,"NomSubj, PartCirc.2",20.0,ADV,5.53,NomSubj,PartCirc.2,,
18,πυκινὰ,πυκνός,a-p---na-,AccObj,19.0,ATR,5.53,AccObj,,,
19,πτερὰ,πτερόν,n-p---na-,AccObj,20.0,OBJ,5.53,AccObj,,,
20,δεύεται,δεύω1,v3spie---,"PresIter, MidDir",6.0,ATR,5.53,PresIter,MidDir,,
21,ἅλμῃ,ἅλμη,n-s---fd-,DatLoc,20.0,ADV,5.53,DatLoc,,,
22,·,·,u--------,,0.0,AuxK,5.53,,,,
1,τῷ,ὁ,p-s---md-,"DatVerb9, Pron4",2.0,OBJ,5.54,DatVerb9,Pron4,,
2,ἴκελος,ἴκελος,a-s---mn-,NomSubj,6.0,ATV,5.54,NomSubj,,,
3,πολέεσσιν,πολύς,a-p---nd-,DatInstr,5.0,ATR,5.54,DatInstr,,,
4,ὀχήσατο,ὀχέω,v3saim---,"I3, N1",0.0,PRED,5.54,I3,N1,,
5,κύμασιν,κῦμα,n-p---nd-,DatInstr,4.0,OBJ,5.54,DatInstr,,,
6,Ἑρμῆς,Ἑρμῆς,n-s---mn-,NomSubj,4.0,SBJ,5.54,NomSubj,,,
7,.,.,u--------,,0.0,AuxK,5.54,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,16.0,AuxY,5.55,adv indeclform,,,
2,ὅτε,ὅτε,c--------,conj indeclform,16.0,AuxC,5.55,conj indeclform,,,
3,δὴ,δή,g--------,particle indeclform,6.0,AuxY,5.55,particle indeclform,,,
4,τὴν,ὁ,l-s---fa-,"AccDirec, ArtSubs",5.0,ATR,5.55,AccDirec,ArtSubs,,
5,νῆσον,νῆσος,n-s---fa-,AccDirec,6.0,OBJ,5.55,AccDirec,,,
6,ἀφίκετο,ἀφικνέομαι,v3saim---,"AorIngr, MidDir",2.0,ADV,5.55,AorIngr,MidDir,,
7,τηλόθ',τηλόθι,d--------,adv indeclform,8.0,ADV,5.55,adv indeclform,,,
8,ἐοῦσαν,εἰμί,v-sppafa-,"AccDirec, PartAttr",5.0,ATR,5.55,AccDirec,PartAttr,,
9,",",",",u--------,,2.0,AuxX,5.55,,,,
10,ἔνθ',ἔνθα,d--------,adv indeclform,16.0,ADV,5.56,adv indeclform,,,
11,ἐκ,ἐκ,r--------,Prep3,13.0,AuxP,5.56,Prep3,,,
12,πόντου,πόντος,n-s---mg-,GenSep (Prep3),11.0,OBJ,5.56,GenSep (Prep3),,,
13,βὰς,βαίνω,v-sapamn-,"NomSubj, PartCirc.7",16.0,ADV,5.56,NomSubj,PartCirc.7,,
14,ἰοειδέος,ἰοειδής,a-s---mg-,GenSep (Prep3),12.0,ATR,5.56,GenSep (Prep3),,,
15,ἤπειρόνδε,ἤπειρόνδε,d--------,AccDirec.1,16.0,OBJ,5.56,AccDirec.1,,,
16,ἤιεν,εἶμι,v3siia---,ImpfCons,0.0,PRED,5.57,ImpfCons,,,
17,",",",",u--------,,18.0,AuxX,5.57,,,,
18,ὄφρα,ὄφρα,c--------,conj indeclform,16.0,AuxC,5.57,conj indeclform,,,
19,μέγα,μέγας,a-s---na-,AccDirec,20.0,ATR,5.57,AccDirec,,,
20,σπέος,σπέος,n-s---na-,AccDirec,21.0,OBJ,5.57,AccDirec,,,
21,ἵκετο,ἱκνέομαι,v3saim---,"AorIngr, MidIndir",18.0,ADV,5.57,AorIngr,MidIndir,,
22,",",",",u--------,,26.0,AuxX,5.57,,,,
23,τῷ,ὁ,p-s---md-,"DatLoc (Prep3), Pron8",24.0,ADV,5.57,DatLoc (Prep3),Pron8,,
24,ἔνι,ἐν,r--------,Prep3,26.0,AuxP,5.57,Prep3,,,
25,νύμφη,νύμφη,n-s---fn-,NomSubj,26.0,SBJ,5.57,NomSubj,,,
26,ναῖεν,ναίω,v3siia---,ImpfDesc,20.0,ATR,5.58,ImpfDesc,,,
27,ἐυπλόκαμος,εὐπλόκαμος,a-s---fn-,NomSubj,25.0,ATR,5.58,NomSubj,,,
28,·,·,u--------,,0.0,AuxK,5.58,,,,
1,τὴν,ὁ,p-s---fa-,"AccObj, Pron4",4.0,OBJ,5.58,AccObj,Pron4,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.58,particle indeclform,,,
3,ἔνδοθι,ἔνδοθι,d--------,adv indeclform,5.0,ADV,5.58,adv indeclform,,,
4,τέτμεν,τέτμον,v3saia---,AorIngr,2.0,PRED_CO,5.58,AorIngr,,,
5,ἐοῦσαν,εἰμί,v-sppafa-,"AccObj, PartAttr",1.0,ATV,5.58,AccObj,PartAttr,,
6,.,.,u--------,,0.0,AuxK,5.58,,,,
1,πῦρ,πῦρ,n-s---nn-,NomSubj,6.0,SBJ,5.59,NomSubj,,,
2,μὲν,μέν,g--------,particle indeclform,9.0,AuxY,5.59,particle indeclform,,,
3,ἐπ',ἐπί,r--------,Prep3,6.0,AuxP,5.59,Prep3,,,
4,ἐσχαρόφιν,ἐσχάρα,n-p---md-,GenTime.1 (Prep3),3.0,ADV,5.59,GenTime.1 (Prep3),,,
5,μέγα,μέγας,a-s---nn-,NomSubj,1.0,ATR,5.59,NomSubj,,,
6,καίετο,καίω,v3siie---,"ImpfDesc, MidIndir",9.0,PRED_CO,5.59,ImpfDesc,MidIndir,,
7,",",",",u--------,,9.0,AuxX,5.59,,,,
8,τηλόσε,τηλόσε,d--------,adv indeclform,18.0,ADV,5.59,adv indeclform,,,
9,δ',δέ,g--------,particle indeclform,0.0,COORD,5.59,particle indeclform,,,
10,ὀδμὴ,ὀσμή,n-s---fn-,NomSubj,18.0,SBJ,5.59,NomSubj,,,
11,κέδρου,κέδρος,n-s---fg-,GenSep.1,15.0,ATR_CO,5.6,GenSep.1,,,
12,τ',τε,g--------,particle indeclform,15.0,AuxY,5.6,particle indeclform,,,
13,εὐκεάτοιο,εὐκέατος,a-s---ng-,GenSep.1,14.0,ATR,5.6,GenSep.1,,,
14,θύου,θύον,n-s---ng-,GenSep.1,15.0,ATR_CO,5.6,GenSep.1,,,
15,τ',τε,g--------,particle indeclform,10.0,COORD,5.6,particle indeclform,,,
16,ἀνὰ,ἀνά,r--------,Prep5,18.0,AuxP,5.6,Prep5,,,
17,νῆσον,νῆσος,n-s---fa-,AccDirec.1 (Prep5),16.0,ADV,5.6,AccDirec.1 (Prep5),,,
18,ὀδώδει,ὄζω,v3slia---,Pperf,9.0,PRED_CO,5.6,Pperf,,,
19,δαιομένων,δαίω,v-pppeng-,"GenSep.1, PartCirc.4",15.0,ATV,5.61,GenSep.1,PartCirc.4,,
20,·,·,u--------,,0.0,AuxK,5.61,,,,
1,ἡ,ὁ,p-s---fn-,"NomSubj, Pron4",11.0,SBJ,5.61,NomSubj,Pron4,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.61,particle indeclform,,,
3,ἔνδον,ἔνδον,d--------,adv indeclform,11.0,ADV,5.61,adv indeclform,,,
4,ἀοιδιάουσ',ἀοιδιάω,v-sppafn-,"NomSubj, PartAttr",11.0,ADV,5.61,NomSubj,PartAttr,,
5,ὀπὶ,ὄψ,n-s---fd-,DatInstr,4.0,ADV,5.61,DatInstr,,,
6,καλῇ,καλός,a-s---fd-,DatInstr,5.0,ATR,5.61,DatInstr,,,
7,ἱστὸν,ἱστός,n-s---ma-,AccObj,8.0,OBJ,5.62,AccObj,,,
8,ἐποιχομένη,ἐποίχομαι,v-sppefn-,"NomSubj, PartCirc.3",11.0,ADV,5.62,NomSubj,PartCirc.3,,
9,χρυσείῃ,χρύσεος,a-s---fd-,DatInstr,10.0,ATR,5.62,DatInstr,,,
10,κερκίδ',κερκίς,n-s---fd-,DatInstr,11.0,ADV,5.62,DatInstr,,,
11,ὕφαινεν,ὑφαίνω,v3siia---,ImpfDesc,2.0,PRED_CO,5.62,ImpfDesc,,,
12,.,.,u--------,,0.0,AuxK,5.62,,,,
1,ὕλη,ὕλη,n-s---fn-,NomSubj,7.0,SBJ_AP,5.63,NomSubj,,,
2,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.63,particle indeclform,,,
3,σπέος,σπέος,n-s---na-,AccSpac (Prep5),4.0,ADV,5.63,AccSpac (Prep5),,,
4,ἀμφὶ,ἀμφί,r--------,Prep5,5.0,AuxP,5.63,Prep5,,,
5,πεφύκει,φύω,v3slia---,Pperf,2.0,PRED_CO,5.63,Pperf,,,
6,τηλεθόωσα,τηλεθάω,v-sppafn-,"NomSubj, PartCirc.3",1.0,ATR,5.63,NomSubj,PartCirc.3,,
7,",",",",u--------,,5.0,APOS,5.63,,,,
8,κλήθρη,κλήθρα,n-s---fn-,NomSubj,12.0,SBJ_AP_CO,5.64,NomSubj,,,
9,τ',τε,g--------,particle indeclform,12.0,AuxY,5.64,particle indeclform,,,
10,αἴγειρός,αἴγειρος,n-s---fn-,NomSubj,12.0,SBJ_AP_CO,5.64,NomSubj,,,
11,τε,τε,g--------,particle indeclform,12.0,AuxY,5.64,particle indeclform,,,
12,καὶ,καί,c--------,conj indeclform,7.0,COORD,5.64,conj indeclform,,,
13,εὐώδης,εὐώδης,a-s---fn-,NomSubj,14.0,ATR,5.64,NomSubj,,,
14,κυπάρισσος,κυπάρισσος,n-s---fn-,NomSubj,12.0,SBJ_AP_CO,5.64,NomSubj,,,
15,.,.,u--------,,0.0,AuxK,5.64,,,,
1,ἔνθα,ἔνθα,d--------,adv indeclform,6.0,ADV,5.65,adv indeclform,,,
2,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.65,particle indeclform,,,
3,τ',τε,g--------,particle indeclform,6.0,AuxY,5.65,particle indeclform,,,
4,ὄρνιθες,ὄρνις,n-p---mn-,NomSubj,7.0,SBJ_AP,5.65,NomSubj,,,
5,τανυσίπτεροι,τανυσίπτερος,a-p---mn-,NomSubj,4.0,ATR,5.65,NomSubj,,,
6,εὐνάζοντο,εὐνάζω,v3piie---,"ImpfIter, MidIndir",2.0,PRED_CO,5.65,ImpfIter,MidIndir,,
7,",",",",u--------,,6.0,APOS,5.65,,,,
8,σκῶπές,σκώψ,n-p---mn-,NomInd,13.0,SBJ_AP_CO,5.66,NomInd,,,
