sentence_subdoc,sentence_id,document_id,ref,greek,lemma,pos,rel,syn,cite,didakta,didakta_tense,didakta_voice,didakta_mood
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,πρῶτον,πρῶτος,a-s---na-,9,ATV,urn:cts:greekLit:tlg0012.tlg001:10.18,AccObj,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,Νηλήϊον,Νηλεύς,a-s---ma-,9,ATR,urn:cts:greekLit:tlg0012.tlg001:10.18,AccDirec1,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,ἐλθέμεν,ἔρχομαι,v--ana---,31,SBJ_AP,urn:cts:greekLit:tlg0012.tlg001:10.18,InfDyn_unknown_unknown,InfDyn,unknown,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,ἀνδρῶν,ἀνήρ,n-p---mg-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:10.18,GenPart,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,",",",",u--------,16,AuxX,,,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,εἴ,εἰ,c--------,13,AuxC,urn:cts:greekLit:tlg0012.tlg001:10.19,,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,τινά,τις,p-s---fa-,20,ATR,urn:cts:greekLit:tlg0012.tlg001:10.19,AccDirec1,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,οἱ,ἕ,p-s---md-,19,ADV,urn:cts:greekLit:tlg0012.tlg001:10.19,DatPos,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,σὺν,σύν,r--------,22,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.19,,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,μῆτιν,μῆτις,n-s---fa-,22,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.19,AccObj,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,ἀμύμονα,ἀμύμων,a-s---fa-,20,ATR,urn:cts:greekLit:tlg0012.tlg001:10.19,AccDirec1,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,τεκτήναιτο,τεκταίνομαι,v3saom---,16,ADV,urn:cts:greekLit:tlg0012.tlg001:10.19,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,",",",",u--------,29,AuxX,,,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,24,ἥ,ὅς,p-s---fn-,29,SBJ,urn:cts:greekLit:tlg0012.tlg001:10.20,NomSubj,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,25,τις,τις,p-s---fn-,24,ATR,urn:cts:greekLit:tlg0012.tlg001:10.20,NomSubj,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,26,ἀλεξίκακος,ἀλεξίκακος,a-s---mn-,29,PNOM,urn:cts:greekLit:tlg0012.tlg001:10.20,NomPred,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,27,πᾶσιν,πᾶς,a-p---md-,28,ATR,urn:cts:greekLit:tlg0012.tlg001:10.20,DatAdvn,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,28,Δαναοῖσι,Δαναοί,n-p---md-,29,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.20,DatVerb,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,29,γένοιτο,γίγνομαι,v3saom---,20,ATR,urn:cts:greekLit:tlg0012.tlg001:10.20,AccObj_unknown_unknown,AccObj,unknown,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,30,.,.,u--------,0,AuxK,,,,,
10.17-10.20,2277125,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,31,[0],,,7,APOS,,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ὀρθωθεὶς,ὀρθόω,v-sappmn-,3,ADV,urn:cts:greekLit:tlg0012.tlg001:10.21,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,28,AuxY,urn:cts:greekLit:tlg0012.tlg001:10.21,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἔνδυνε,ἐνδύω,v3saia---,28,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.21,Aor_unknown_unknown,Aor,unknown,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,περὶ,περί,r--------,3,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.21,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,στήθεσσι,στῆθος,n-p---nd-,4,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.21,DatLoc,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,χιτῶνα,χιτών,n-s---ma-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.21,AccObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,",",",",u--------,28,AuxX,,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ποσσὶ,πούς,n-p---md-,12,ADV,urn:cts:greekLit:tlg0012.tlg001:10.22,DatLoc,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,δ̓,δέ,g--------,28,AuxY,urn:cts:greekLit:tlg0012.tlg001:10.22,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ὑπὸ,ὑπό,r--------,12,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.22,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,λιπαροῖσιν,λιπαρός,a-p---md-,8,ATR,urn:cts:greekLit:tlg0012.tlg001:10.22,DatVerb,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἐδήσατο,δέω,v3saim---,28,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.22,Aor_MidIndir_unknown,Aor,MidIndir,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,καλὰ,καλός,a-p---na-,14,ATR,urn:cts:greekLit:tlg0012.tlg001:10.22,AccObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,πέδιλα,πέδιλον,n-p---na-,12,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.22,AccObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,",",",",u--------,28,AuxX,,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,ἀμφὶ,ἀμφί,r--------,20,AuxZ,urn:cts:greekLit:tlg0012.tlg001:10.23,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,δ̓,δέ,g--------,28,AuxY,urn:cts:greekLit:tlg0012.tlg001:10.23,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,ἔπειτα,ἔπειτα,d--------,20,ADV,urn:cts:greekLit:tlg0012.tlg001:10.23,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,δαφοινὸν,δαφοινός,a-s---na-,21,ATR,urn:cts:greekLit:tlg0012.tlg001:10.23,AccObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,ἑέσσατο,ἕννυμι,v3saim---,28,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.23,Aor_unknown_unknown,Aor,unknown,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,δέρμα,δέρμα,n-s---na-,20,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.23,AccObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,λέοντος,λέων,n-s---mg-,21,ATR,urn:cts:greekLit:tlg0012.tlg001:10.23,GenSubj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,αἴθωνος,αἴθην,a-s---mg-,22,ATR,urn:cts:greekLit:tlg0012.tlg001:10.24,GenObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,24,μεγάλοιο,μέγας,a-s---mg-,22,ATR,urn:cts:greekLit:tlg0012.tlg001:10.24,GenSep,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,25,ποδηνεκές,ποδηνεκής,a-s---na-,21,ATR,urn:cts:greekLit:tlg0012.tlg001:10.24,AccObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,26,",",",",u--------,28,AuxX,,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,27,εἵλετο,αἱρέω,v3saim---,28,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.24,AorIngr_MidIndir_unknown,AorIngr,MidIndir,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,28,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:10.24,,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,29,ἔγχος,ἔγχος,n-s---na-,27,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.24,AccObj,,,
10.21-10.24,2277126,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,30,.,.,u--------,0,AuxK,,,,,
10.25,2277127,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ὣς,ὡς,d--------,5,ADV,urn:cts:greekLit:tlg0012.tlg001:10.25,,,,
10.25,2277127,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:10.25,,,,
10.25,2277127,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,αὔτως,αὔτως,d--------,5,ADV,urn:cts:greekLit:tlg0012.tlg001:10.25,,,,
10.25,2277127,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,Μενέλαον,Μενέλαος,n-s---ma-,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.25,AccObj,,,
10.25,2277127,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἔχε,ἔχω,v3siia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.25,Impf_unknown_unknown,Impf,unknown,
10.25,2277127,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,τρόμος,τρόμος,n-s---mn-,5,SBJ,urn:cts:greekLit:tlg0012.tlg001:10.25,NomSubj,,,
10.25,2277127,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,·,·,u--------,0,AuxK,,,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,οὐ,οὐ,d--------,8,AuxZ,urn:cts:greekLit:tlg0012.tlg001:10.25,,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δὲ,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:10.25,,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,γὰρ,γάρ,g--------,8,AuxY,urn:cts:greekLit:tlg0012.tlg001:10.25,,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,αὐτῷ,αὐτός,a-s---md-,8,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.25,DatVerb,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ὕπνος,ὕπνος,n-s---mn-,8,SBJ,urn:cts:greekLit:tlg0012.tlg001:10.26,NomSubj,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἐπὶ,ἐπί,r--------,8,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.26,,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,βλεφάροισιν,βλέφαρον,n-p---nd-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.26,DatLoc,,,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἐφίζανε,ἐφιζάνω,v3siia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.26,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
10.25-10.26,2277128,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,·,·,u--------,0,AuxK,,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,μή,μή,c--------,20,AuxC,urn:cts:greekLit:tlg0012.tlg001:10.26,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,τι,τις,p-s---na-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.26,AccObj,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,πάθοιεν,πάσχω,v3paoa---,1,ADV,urn:cts:greekLit:tlg0012.tlg001:10.26,NomSubj_OptWish_unknown,NomSubj,OptWish,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,Ἀργεῖοι,Ἀργεῖος,a-p---mn-,3,SBJ,urn:cts:greekLit:tlg0012.tlg001:10.27,NomSubj,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,",",",",u--------,13,AuxX,,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,τοὶ,ὁ,p-p---mn-,13,SBJ,urn:cts:greekLit:tlg0012.tlg001:10.27,NomSubj,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,δὴ,δή,g--------,13,AuxY,urn:cts:greekLit:tlg0012.tlg001:10.27,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἕθεν,ἕ,p-s---mg-,9,ADV,urn:cts:greekLit:tlg0012.tlg001:10.27,GenSep,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,εἵνεκα,ἕνεκα,r--------,13,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.27,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,πουλὺν,πολύς,a-s---fa-,12,ATR,urn:cts:greekLit:tlg0012.tlg001:10.27,AccObj,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἐφ̓,ἐπί,r--------,13,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.27,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ὑγρὴν,ὑγρός,a-s---fa-,11,ADV,urn:cts:greekLit:tlg0012.tlg001:10.27,AccDirec1,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,ἤλυθον,ἔρχομαι,v3paia---,4,ATR,urn:cts:greekLit:tlg0012.tlg001:10.28,Aor_unknown_unknown,Aor,unknown,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,ἐς,εἰς,r--------,13,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.28,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,Τροίην,Τροία,n-s---fa-,14,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.28,AccObj,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,πόλεμον,πόλεμος,n-s---ma-,18,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.28,AccObj,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,θρασὺν,θρασύς,a-s---ma-,16,ATR,urn:cts:greekLit:tlg0012.tlg001:10.28,AccDirec1,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,ὁρμαίνοντες,ὁρμαίνω,v-pppamn-,13,ADV,urn:cts:greekLit:tlg0012.tlg001:10.28,PresNoni_PartCirc_unknown,PresNoni,PartCirc,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,.,.,u--------,0,AuxK,,,,,
10.26-10.28,2277129,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,[0],,,0,PRED,,,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,παρδαλέῃ,παρδαλέη,n-s---fd-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.29,DatVerb,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,μὲν,μέν,g--------,18,AuxY,urn:cts:greekLit:tlg0012.tlg001:10.29,,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,πρῶτα,πρῶτος,a-p---na-,6,ADV,urn:cts:greekLit:tlg0012.tlg001:10.29,AccAdv,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,μετάφρενον,μετάφρενον,n-s---na-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.29,AccObj,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,εὐρὺ,εὐρύς,a-s---na-,4,ATR,urn:cts:greekLit:tlg0012.tlg001:10.29,AccObj,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,κάλυψε,καλύπτω,v3saia---,18,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.29,AorIngr_unknown_unknown,AorIngr,unknown,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,ποικίλῃ,ποικίλος,a-s---fd-,1,ATR,urn:cts:greekLit:tlg0012.tlg001:10.30,DatInstr,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,",",",",u--------,18,AuxX,,,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,αὐτὰρ,ἀτάρ,g--------,18,AuxY,urn:cts:greekLit:tlg0012.tlg001:10.30,,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ἐπὶ,ἐπί,r--------,14,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.30,,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,στεφάνην,στεφάνη,n-s---fa-,14,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.30,AccObj,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,κεφαλῆφιν,κεφαλή,n-----fg-,10,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.30,GenSep,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,ἀείρας,ἀείρω,v-sapamn-,14,ADV,urn:cts:greekLit:tlg0012.tlg001:10.30,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,θήκατο,τίθημι,v3saim---,18,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.31,AorIngr_MidIndir_unknown,AorIngr,MidIndir,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,χαλκείην,χάλκειος,a-s---fa-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:10.31,AccDirec1,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,",",",",u--------,18,AuxX,,,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,δόρυ,δόρυ,n-----na-,19,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.31,AccObj,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:10.31,,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,εἵλετο,αἱρέω,v3saim---,18,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.31,AorIngr_MidIndir_unknown,AorIngr,MidIndir,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,χειρὶ,χείρ,n-s---fd-,19,ADV,urn:cts:greekLit:tlg0012.tlg001:10.31,DatInstr,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,παχείῃ,παχύς,a-s---fd-,20,ATR,urn:cts:greekLit:tlg0012.tlg001:10.31,DatLoc,,,
10.29-10.31,2277130,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,.,.,u--------,0,AuxK,,,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,βῆ,βαίνω,v3saia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.32,Aor_unknown_unknown,Aor,unknown,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:10.32,,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἴμεν,εἶμι,v--pna---,1,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.32,InfDyn_unknown_unknown,InfDyn,unknown,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἀνστήσων,ἀνίστημι,v-sfpamn-,1,ADV,urn:cts:greekLit:tlg0012.tlg001:10.32,NomSubj_unknown_unknown,NomSubj,unknown,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ὃν,ἑός,a-s---ma-,6,ATR,urn:cts:greekLit:tlg0012.tlg001:10.32,AccDirec1,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἀδελφεόν,ἀδελφός,n-s---ma-,4,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.32,AccObj,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,",",",",u--------,15,AuxX,,,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ὃς,ὅς,p-s---mn-,12,SBJ,urn:cts:greekLit:tlg0012.tlg001:10.32,NomSubj,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,μέγα,μέγας,a-s---na-,12,ADV,urn:cts:greekLit:tlg0012.tlg001:10.32,AccObj,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,πάντων,πᾶς,a-p---mg-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:10.32,GenPart,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,Ἀργείων,Ἀργεῖος,a-p---mg-,12,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.33,GenSep,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἤνασσε,ἀνάσσω,v3siia---,15,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:10.33,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,",",",",u--------,15,AuxX,,,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,θεὸς,θεός,n-s---mn-,20,SBJ,urn:cts:greekLit:tlg0012.tlg001:10.33,NomSubj,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,δ̓,δέ,g--------,6,COORD,urn:cts:greekLit:tlg0012.tlg001:10.33,,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,ὣς,ὡς,d--------,20,ADV,urn:cts:greekLit:tlg0012.tlg001:10.33,,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,τίετο,τίω,v3siie---,15,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:10.33,Impf_unknown_unknown,Impf,unknown,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,δήμῳ,δῆμος,n-s---md-,17,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.33,DatLoc,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,.,.,u--------,0,AuxK,,,,,
10.32-10.33,2277131,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,[0],,,17,ADV,,,,,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,τὸν,ὁ,p-s---ma-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.34,AccObj,,,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:10.34,,,,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,εὗῤ,εὑρίσκω,v3saia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:10.34,AorIngr_unknown_unknown,AorIngr,unknown,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἀμφ̓,ἀμφί,r--------,6,AuxP,urn:cts:greekLit:tlg0012.tlg001:10.34,,,,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ὤμοισι,ὦμος,n-p---md-,4,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.34,DatVerb,,,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,τιθήμενον,τίθημι,v-sppema-,1,ATV,urn:cts:greekLit:tlg0012.tlg001:10.34,AccObj_PartAttr_unknown,AccObj,PartAttr,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,ἔντεα,ἔντεα,n-p---na-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:10.34,AccObj,,,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,καλὰ,καλός,a-p---na-,7,ATR,urn:cts:greekLit:tlg0012.tlg001:10.34,AccObj,,,
10.34-10.35,2277132,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,νηῒ,ναῦς,n-s---fd-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:10.35,DatLoc,,,
